NUM_POSTE;AN;MOIS;JOUR;TM;PAR
33550003;2018;5;24;20.2;9.85
33550003;2018;5;25;19.1;4.38
33550003;2018;5;26;18.3;6.05
33550003;2018;5;27;19;8.69
33550003;2018;5;28;17.9;4.57
33550003;2018;5;29;18.1;7.73
33550003;2018;5;30;17.9;7.44
33550003;2018;5;31;16.1;6.09
33550003;2018;6;1;19.8;8.79
33550003;2018;6;2;21.9;11.47
33550003;2018;6;3;21.2;8.44
33550003;2018;6;4;19.4;7.23
33550003;2018;6;5;17.1;4.22
33550003;2018;6;6;17.6;7.4
33550003;2018;6;7;19.4;12.1
33550003;2018;6;8;22;10.46
33550003;2018;6;9;21.7;8.87
33550003;2018;6;10;20.3;8.97
33550003;2018;6;11;17.4;6.04
33550003;2018;6;12;17.5;6.89
33550003;2018;6;13;18.9;8
33550003;2018;6;14;18.5;7.95
33550003;2018;6;15;17.3;5.22
33550003;2018;6;16;17.3;8.33
33550003;2018;6;17;18.4;10.95
33550003;2018;6;18;18.8;6.39
33550003;2018;6;19;21.8;12.89
33550003;2018;6;20;26;13.71
33550003;2018;6;21;24.7;10.74
33550003;2018;6;22;21;13.87
33550003;2018;6;23;21.5;13.77
33550003;2018;6;24;22.2;12.27
33550003;2018;6;25;23.4;13.87
33550003;2018;6;26;25.5;13.7
33550003;2018;6;27;23.7;12.98
33550003;2018;6;28;24.7;12.97
33550003;2018;6;29;24.4;13.32
33550003;2018;6;30;26.4;12.42
33550003;2018;7;1;25.3;11.93
33550003;2018;7;2;23.3;12.92
33550003;2018;7;3;23.3;8.81
33550003;2018;7;4;20.4;6.42
33550003;2018;7;5;20.2;10.04
33550003;2018;7;6;20.7;6.29
33550003;2018;7;7;24.1;13.31
33550003;2018;7;8;26.1;13
33550003;2018;7;9;25.7;10.77
33550003;2018;7;10;24.6;13.58
33550003;2018;7;11;23.8;11.71
33550003;2018;7;12;22.3;12.96
33550003;2018;7;13;23.6;11.92
33550003;2018;7;14;26.5;12.05
33550003;2018;7;15;25.6;10.86
33550003;2018;7;16;21.5;9.19
33550003;2018;7;17;22.4;9.75
33550003;2018;7;18;23.4;10.08
33550003;2018;7;19;24.6;12.14
33550003;2018;7;20;21.8;10.77
33550003;2018;7;21;20.3;9.06
33550003;2018;7;22;21.1;9.54
33550003;2018;7;23;24.3;13.13
33550003;2018;7;24;25.4;11.91
33550003;2018;7;25;25.1;12.79
33550003;2018;7;26;26.3;12.37
33550003;2018;7;27;23.5;9.28
33550003;2018;7;28;22.3;8.65
33550003;2018;7;29;22.6;10.21
33550003;2018;7;30;23.6;11.7
33550003;2018;7;31;23.9;9.11
33550003;2018;8;1;23.9;11.86
33550003;2018;8;2;27.2;12.57
33550003;2018;8;3;29.1;12.46
33550003;2018;8;4;29;12.07
33550003;2018;8;5;29.2;11.88
33550003;2018;8;6;29.1;12.06
33550003;2018;8;7;23.9;6.08
33550003;2018;8;8;22.5;9.23
33550003;2018;8;9;19.8;8.85
33550003;2018;8;10;19.5;10.59
33550003;2018;8;11;22.2;12.05
33550003;2018;8;12;24;11.15
33550003;2018;8;13;21.6;7.06
33550003;2018;8;14;21.6;9.98
33550003;2018;8;15;22.8;11.84
33550003;2018;8;16;23.4;10.91
33550003;2018;8;17;20.6;9.93
33550003;2018;8;18;21;11.58
33550003;2018;8;19;22.8;11.18
33550003;2018;8;20;23.6;10.76
33550003;2018;8;21;25.8;11.3
33550003;2018;8;22;26.4;10.23
33550003;2018;8;23;23.3;9.79
33550003;2018;8;24;19.4;8.07
33550003;2018;8;25;16.7;3.6
33550003;2018;8;26;20.7;9.67
33550003;2018;8;27;21.8;8.43
33550003;2018;8;28;24.9;9.33
33550003;2018;8;29;21.1;7.98
33550003;2018;8;30;19.6;9.62
33550003;2018;8;31;19.9;9.39
33550003;2018;9;1;20.5;10.39
33550003;2018;9;2;21;10.24
33550003;2018;9;3;21.7;10.02
33550003;2018;9;4;22.5;9.9
33550003;2018;9;5;20.6;4.81
33550003;2018;9;6;18.8;2.87
33550003;2018;9;7;19.3;9.84
33550003;2018;9;8;21.1;9.77
33550003;2018;9;9;20.1;5.02
33550003;2018;9;10;20.6;9.09
33550003;2018;9;11;22.9;9.4
33550003;2018;9;12;23.2;8.9
33550003;2018;9;13;20.1;5.49
33550003;2018;9;14;19.3;6.57
33550003;2018;9;15;19.3;9.12
33550003;2018;9;16;20.2;8.12
33550003;2018;9;17;22.9;8.05
33550003;2018;9;18;23;6.91
33550003;2018;9;19;22.2;7.43
33550003;2018;9;20;22.7;8.36
33550003;2018;9;21;18;2.8
33550003;2018;9;22;18.9;8.65
33550003;2018;9;23;20.6;7.01
33550003;2018;9;24;15.4;8.56
33550003;2018;9;25;14.3;8.48
33550003;2018;9;26;18.5;8.19
33550003;2018;9;27;21.2;8.02
33550003;2018;9;28;20.1;7.01
33550003;2018;9;29;18.4;7.86
33550003;2018;9;30;16.1;7.82
33550003;2018;10;1;13.7;5.66
33550003;2018;10;2;13.2;7.63
33550003;2018;10;3;16.8;4.76
33550003;2018;10;4;17.2;7.54
33550003;2018;10;5;18.7;7.25
33550003;2018;10;6;15;4.23
33550003;2018;10;7;13.4;1.68
33550003;2018;10;8;14;2.08
33550003;2018;10;9;15.4;5.13
33550003;2018;10;10;17.2;5.03
33550003;2018;10;11;17.7;3.18
33550003;2018;10;12;21.2;5.55
33550003;2018;10;13;21.9;5.98
33550003;2018;10;14;19;3.36
33550003;2018;10;15;14.8;3.2
33550003;2018;10;16;15.4;4.97
33550003;2018;10;17;15.8;2.93
33550003;2018;10;18;16.7;3.29
33550003;2018;10;19;16.6;5.78
33550003;2018;10;20;16.1;5.61
33550003;2018;10;21;14.6;5.78
33550003;2018;10;22;14.7;5.77
33550003;2018;10;23;14;5.71
33550003;2018;10;24;13.4;5.59
33550003;2018;10;25;14;5.5
33550003;2018;10;26;13;3.47
33550003;2018;10;27;9.3;3.95
33550003;2018;10;28;5.3;1.13
33550003;2018;10;29;5.1;0.87
33550003;2018;10;30;8.3;4.8
33550003;2018;10;31;9.6;1.28
33550003;2018;11;1;11.6;3.29
33550003;2018;11;2;10.8;3.63
33550003;2018;11;3;8.2;4.66
33550003;2018;11;4;8.5;4.66
33550003;2018;11;5;12.7;2.12
33550003;2018;11;6;10.6;1.03
33550003;2018;11;7;10.6;1.67
33550003;2018;11;8;10.1;3.15
33550003;2018;11;9;12.6;3.63
33550003;2018;11;10;12.4;2.01
33550003;2018;11;11;13.7;3.02
33550003;2018;11;12;11.9;1.01
33550003;2018;11;13;11.9;3.82
33550003;2018;11;14;12.4;3.36
33550003;2018;11;15;13.4;3.65
33550003;2018;11;16;12.5;3.75
33550003;2018;11;17;11.4;3.86
33550003;2018;11;18;11.1;3.73
33550003;2018;11;19;6;3.63
33550003;2018;11;20;1.7;2.48
33550003;2018;11;21;3.7;3.05
33550003;2018;11;22;10.3;3.46
33550003;2018;11;23;8.8;1.25
33550003;2018;11;24;7.5;2.5
33550003;2018;11;25;8.9;2.74
33550003;2018;11;26;7.4;1.75
33550003;2018;11;27;7.2;2.65
33550003;2018;11;28;9.1;1.8
33550003;2018;11;29;10.6;1.98
33550003;2018;11;30;10.5;2.65
33550003;2018;12;1;9.9;1.58
33550003;2018;12;2;13.1;0.62
33550003;2018;12;3;14.2;1.3
33550003;2018;12;4;13.5;2.07
33550003;2018;12;5;11.7;2.78
33550003;2018;12;6;13.2;2.14
33550003;2018;12;7;11.5;1.09
33550003;2018;12;8;11;1.58
33550003;2018;12;9;12.3;1.65
33550003;2018;12;10;7.8;1.71
33550003;2018;12;11;5.2;2.86
33550003;2018;12;12;6.8;2.49
33550003;2018;12;13;7.2;0.52
33550003;2018;12;14;4.7;2.29
33550003;2018;12;15;6.4;0.63
33550003;2018;12;16;10.3;1.12
33550003;2018;12;17;8.8;2.2
33550003;2018;12;18;8.2;1.34
33550003;2018;12;19;8.5;1.69
33550003;2018;12;20;10.2;1.37
33550003;2018;12;21;13.5;1.5
33550003;2018;12;22;13.8;1.06
33550003;2018;12;23;13.1;0.85
33550003;2018;12;24;11.3;0.93
33550003;2018;12;25;8.4;1.57
33550003;2018;12;26;6.4;3.07
33550003;2018;12;27;8.6;0.95
33550003;2018;12;28;9.7;2.01
33550003;2018;12;29;1.1;1.14
33550003;2018;12;30;2.5;1.93
33550003;2018;12;31;3.5;1.34
33550003;2019;1;1;6.6;0.58
33550003;2019;1;2;6.8;2.43
33550003;2019;1;3;3;3.09
33550003;2019;1;4;1.8;2.47
33550003;2019;1;5;1.5;3.09
33550003;2019;1;6;3;0.84
33550003;2019;1;7;5.1;0.8
33550003;2019;1;8;7.9;1
33550003;2019;1;9;5.9;2.17
33550003;2019;1;10;2.9;3.06
33550003;2019;1;11;3.5;2.51
33550003;2019;1;12;6.6;1.64
33550003;2019;1;13;10.1;1.53
33550003;2019;1;14;10.1;1.7
33550003;2019;1;15;6.4;3.47
33550003;2019;1;16;4;1.32
33550003;2019;1;17;7.8;2.99
33550003;2019;1;18;5.2;1.48
33550003;2019;1;19;7.5;2.12
33550003;2019;1;20;7;2.42
33550003;2019;1;21;5;0.9
33550003;2019;1;22;4.5;1.56
33550003;2019;1;23;6.9;2.22
33550003;2019;1;24;4.3;3.42
33550003;2019;1;25;8;1.62
33550003;2019;1;26;10.2;1.35
33550003;2019;1;27;8.2;2.51
33550003;2019;1;28;7.6;2.52
33550003;2019;1;29;6;0.92
33550003;2019;1;30;6.2;2.45
33550003;2019;1;31;8.9;1.14
33550003;2019;2;1;7.6;2.16
33550003;2019;2;2;5.3;2.16
33550003;2019;2;3;3.8;4.57
33550003;2019;2;4;2.1;1.27
33550003;2019;2;5;12.3;1.57
33550003;2019;2;6;11.3;2.94
33550003;2019;2;7;9.8;3.51
33550003;2019;2;8;8.5;4.59
33550003;2019;2;9;12.4;2.97
33550003;2019;2;10;10.6;3.01
33550003;2019;2;11;7.9;3.6
33550003;2019;2;12;6.6;5
33550003;2019;2;13;6.4;5.35
33550003;2019;2;14;9.3;5.37
33550003;2019;2;15;9.6;5.45
33550003;2019;2;16;9.2;5.33
33550003;2019;2;17;10.6;5.53
33550003;2019;2;18;10.9;5.29
33550003;2019;2;19;8.6;2.44
33550003;2019;2;20;9.2;5.26
33550003;2019;2;21;10.5;5.57
33550003;2019;2;22;11.3;5.86
33550003;2019;2;23;12.1;6.09
33550003;2019;2;24;8.3;4.57
33550003;2019;2;25;10.3;6.15
33550003;2019;2;26;12;6.22
33550003;2019;2;27;13.9;6.22
33550003;2019;2;28;12.3;5.01
33550003;2019;3;1;11.6;3
33550003;2019;3;2;11.7;4.58
33550003;2019;3;3;13.7;6.17
33550003;2019;3;4;11.4;4.7
33550003;2019;3;5;12;6.68
33550003;2019;3;6;12.3;1.82
33550003;2019;3;7;10.8;5.79
33550003;2019;3;8;10.2;4.78
33550003;2019;3;9;12.4;2.34
33550003;2019;3;10;12.3;3.1
33550003;2019;3;11;9.7;7.09
33550003;2019;3;12;9.4;6.82
33550003;2019;3;13;9.4;6.08
33550003;2019;3;14;10;5.37
33550003;2019;3;15;11.2;4.08
33550003;2019;3;16;12.9;7.06
33550003;2019;3;17;10.4;5.83
33550003;2019;3;18;8.8;7
33550003;2019;3;19;9.1;6.53
33550003;2019;3;20;10;8.56
33550003;2019;3;21;10.8;8.55
33550003;2019;3;22;11.6;8.68
33550003;2019;3;23;13.8;8.61
33550003;2019;3;24;13.7;8.63
33550003;2019;3;25;11;8.34
33550003;2019;3;26;10.2;9.16
33550003;2019;3;27;10.5;9.17
33550003;2019;3;28;12;9.17
33550003;2019;3;29;12.4;8.87
33550003;2019;3;30;14.3;9.08
33550003;2019;3;31;13.5;9.39
33550003;2019;4;1;13.4;4.86
33550003;2019;4;2;12.4;4.56
33550003;2019;4;3;7.6;7.43
33550003;2019;4;4;8;7.52
33550003;2019;4;5;11.3;5.42
33550003;2019;4;6;8.4;3.34
33550003;2019;4;7;9.6;7.64
33550003;2019;4;8;9.9;4.67
33550003;2019;4;9;11.4;9.82
33550003;2019;4;10;11.9;9.22
33550003;2019;4;11;11.8;6.93
33550003;2019;4;12;11;10.36
33550003;2019;4;13;10.9;10.54
33550003;2019;4;14;11;8.03
33550003;2019;4;15;13;5.35
33550003;2019;4;16;14.7;9.07
33550003;2019;4;17;15.1;6.24
33550003;2019;4;18;16.2;6.85
33550003;2019;4;19;18.4;9.93
33550003;2019;4;20;17.6;10.22
33550003;2019;4;21;15.5;5.42
33550003;2019;4;22;15.6;4.32
33550003;2019;4;23;15;5.39
33550003;2019;4;24;12.8;7.82
33550003;2019;4;25;13.1;9.98
33550003;2019;4;26;11.8;8.11
33550003;2019;4;27;12.4;7.22
33550003;2019;4;28;11.9;5.4
33550003;2019;4;29;13.5;8.65
33550003;2019;4;30;14.7;12.14
33550003;2019;5;1;15.7;9.81
33550003;2019;5;2;13.3;7.24
33550003;2019;5;3;12.6;8.05
33550003;2019;5;4;10.5;6.68
33550003;2019;5;5;9.2;10.41
33550003;2019;5;6;11.6;12.18
33550003;2019;5;7;15.3;9.24
33550003;2019;5;8;13.7;3.53
33550003;2019;5;9;13.4;5.76
33550003;2019;5;10;15.6;6.95
33550003;2019;5;11;14;7.42
33550003;2019;5;12;14.5;12.48
33550003;2019;5;13;15.4;13.06
33550003;2019;5;14;17.2;12.68
33550003;2019;5;15;17.1;12.92
33550003;2019;5;16;16.7;9.05
33550003;2019;5;17;14.3;4.27
33550003;2019;5;18;12.4;6.01
33550003;2019;5;19;12.1;4.67
33550003;2019;5;20;13.7;6.8
33550003;2019;5;21;14.6;8.19
33550003;2019;5;22;18.3;11.97
33550003;2019;5;23;19;9.05
33550003;2019;5;24;17.1;8.38
33550003;2019;5;25;16.3;9.84
33550003;2019;5;26;16.4;9.31
33550003;2019;5;27;15.2;6.78
33550003;2019;5;28;14.2;8.74
33550003;2019;5;29;15.6;10.2
33550003;2019;5;30;18.2;13.05
33550003;2019;5;31;21;13.75
33550003;2019;6;1;23.9;13.76
33550003;2019;6;2;23.4;13.14
33550003;2019;6;3;21.1;8.98
33550003;2019;6;4;19.4;10.84
33550003;2019;6;5;13.4;3.74
33550003;2019;6;6;16.7;11.91
33550003;2019;6;7;15.1;11.05
33550003;2019;6;8;16.5;12.32
33550003;2019;6;9;18;10.44
33550003;2019;6;10;15;8.24
33550003;2019;6;11;13.1;8.54
33550003;2019;6;12;14.2;9.86
33550003;2019;6;13;17.1;11.5
33550003;2019;6;14;16.7;6.48
33550003;2019;6;15;17.2;10.38
33550003;2019;6;16;18.5;13.94
33550003;2019;6;17;22.8;13.75
33550003;2019;6;18;24.8;12.28
33550003;2019;6;19;20.1;10.39
33550003;2019;6;20;18.8;6.97
33550003;2019;6;21;16.4;4.33
33550003;2019;6;22;19;12.38
33550003;2019;6;23;24;11.99
33550003;2019;6;24;24.5;9.84
33550003;2019;6;25;23.5;9.66
33550003;2019;6;26;28.1;13.22
33550003;2019;6;27;28.1;12.41
33550003;2019;6;28;22.6;8.74
33550003;2019;6;29;23.1;12.31
33550003;2019;6;30;21.3;7.06
33550003;2019;7;1;21.6;5.08
33550003;2019;7;2;21.6;6.54
33550003;2019;7;3;25.9;12.78
33550003;2019;7;4;28.3;12.66
33550003;2019;7;5;28.2;11.96
33550003;2019;7;6;24.7;13.11
33550003;2019;7;7;22.6;11.69
33550003;2019;7;8;24.3;10.61
33550003;2019;7;9;24.3;11.5
33550003;2019;7;10;24.6;13.68
33550003;2019;7;11;24.3;13.52
33550003;2019;7;12;23.6;13.45
33550003;2019;7;13;24.3;12.35
33550003;2019;7;14;24.8;13.49
33550003;2019;7;15;22.8;13.59
33550003;2019;7;16;23.6;13.03
33550003;2019;7;17;22.6;13.01
33550003;2019;7;18;21.2;11.45
33550003;2019;7;19;23;10.95
33550003;2019;7;20;23.3;10.66
33550003;2019;7;21;24;11.87
33550003;2019;7;22;28.3;12.3
33550003;2019;7;23;31.4;11.68
33550003;2019;7;24;29.4;11.98
33550003;2019;7;25;28.9;11.64
33550003;2019;7;26;20.9;3.62
33550003;2019;7;27;18.7;5.62
33550003;2019;7;28;20.2;11.45
33550003;2019;7;29;21.6;12.88
33550003;2019;7;30;19.8;9.76
33550003;2019;7;31;19.9;11.21
33550003;2019;8;1;19.9;8.11
33550003;2019;8;2;22.1;10.68
33550003;2019;8;3;24.1;12.3
33550003;2019;8;4;23.5;11.71
33550003;2019;8;5;22.7;11.92
33550003;2019;8;6;22.3;8.18
33550003;2019;8;7;22.9;9.96
33550003;2019;8;8;26.6;11.13
33550003;2019;8;9;24.8;8.86
33550003;2019;8;10;21.8;5.91
33550003;2019;8;11;17.9;6.31
33550003;2019;8;12;18.3;10.15
33550003;2019;8;13;17.9;8.3
33550003;2019;8;14;19.9;10.51
33550003;2019;8;15;19.9;6.95
33550003;2019;8;16;20.3;11.05
33550003;2019;8;17;22.4;11.68
33550003;2019;8;18;21;6.96
33550003;2019;8;19;19.3;8.91
33550003;2019;8;20;20.1;8.98
33550003;2019;8;21;20.9;10.32
33550003;2019;8;22;22.2;11.24
33550003;2019;8;23;24;11.06
33550003;2019;8;24;25.1;10.94
33550003;2019;8;25;24.3;10.03
33550003;2019;8;26;24.9;8.75
33550003;2019;8;27;24.5;8.93
33550003;2019;8;28;22.9;7.46
33550003;2019;8;29;22.6;10.17
33550003;2019;8;30;24.7;9.81
33550003;2019;8;31;23.1;9.14
33550003;2019;9;1;18.8;3.73
33550003;2019;9;2;18.8;10.34
33550003;2019;9;3;20.1;10.39
33550003;2019;9;4;20;10.28
33550003;2019;9;5;17.9;8.26
33550003;2019;9;6;17.3;9.97
33550003;2019;9;7;15.9;5.1
33550003;2019;9;8;16.5;9.68
33550003;2019;9;9;15.8;6.27
33550003;2019;9;10;16.8;8.4
33550003;2019;9;11;18.4;9.21
33550003;2019;9;12;19.5;9.52
33550003;2019;9;13;22.9;9.34
33550003;2019;9;14;22.1;5.76
33550003;2019;9;15;24.3;8.62
33550003;2019;9;16;24.1;8.37
33550003;2019;9;17;24.8;8.45
33550003;2019;9;18;22.2;8.46
33550003;2019;9;19;20.9;8.77
33550003;2019;9;20;23.3;8.4
33550003;2019;9;21;22.4;5.1
33550003;2019;9;22;18.5;4.84
33550003;2019;9;23;17.1;4.38
33550003;2019;9;24;18.4;4.12
33550003;2019;9;25;17.3;4.67
33550003;2019;9;26;18.3;6.37
33550003;2019;9;27;18;5.04
33550003;2019;9;28;17.9;6.08
33550003;2019;9;29;18.2;6.3
33550003;2019;9;30;20.1;6.05
33550003;2019;10;1;17.8;4.13
33550003;2019;10;2;16.4;4.95
33550003;2019;10;3;14.8;5.46
33550003;2019;10;4;16.9;5.3
33550003;2019;10;5;16.4;3.73
33550003;2019;10;6;16.1;3.57
33550003;2019;10;7;15.2;4.64
33550003;2019;10;8;17.1;5.83
33550003;2019;10;9;16.1;5.57
33550003;2019;10;10;15.4;6.1
33550003;2019;10;11;17;6.72
33550003;2019;10;12;21.7;5.23
33550003;2019;10;13;22.3;6.35
33550003;2019;10;14;17.8;2.4
33550003;2019;10;15;14.4;5.14
33550003;2019;10;16;14;3.03
33550003;2019;10;17;16.6;4.72
33550003;2019;10;18;15.6;3.41
33550003;2019;10;19;15.7;2.71
33550003;2019;10;20;13.2;1.72
33550003;2019;10;21;12.7;4.99
33550003;2019;10;22;11.6;2.03
33550003;2019;10;23;14.9;3.2
33550003;2019;10;24;14;1.92
33550003;2019;10;25;14.4;5.32
33550003;2019;10;26;15.6;5.01
33550003;2019;10;27;15.7;3.17
33550003;2019;10;28;16.8;3.42
33550003;2019;10;29;14.5;3.34
33550003;2019;10;30;15.1;2.34
33550003;2019;10;31;16;3.65
33550003;2019;11;1;16;1.29
33550003;2019;11;2;15.3;2.15
33550003;2019;11;3;13.3;2.79
33550003;2019;11;4;13.4;2.04
33550003;2019;11;5;11.2;2.36
33550003;2019;11;6;11.9;2.6
33550003;2019;11;7;9.4;2.01
33550003;2019;11;8;8.7;2.21
33550003;2019;11;9;9;2.29
33550003;2019;11;10;7.3;2.79
33550003;2019;11;11;7.7;1.51
33550003;2019;11;12;9.7;2.91
33550003;2019;11;13;9.2;3.29
33550003;2019;11;14;6.1;1.75
33550003;2019;11;15;5;1.86
33550003;2019;11;16;6.9;1.29
33550003;2019;11;17;5.3;1.44
33550003;2019;11;18;5.9;1.29
33550003;2019;11;19;4;3.43
33550003;2019;11;20;5;3.14
33550003;2019;11;21;7.9;1.68
33550003;2019;11;22;8.1;0.84
33550003;2019;11;23;9.9;1.12
33550003;2019;11;24;9.1;2.28
33550003;2019;11;25;11.5;2.65
33550003;2019;11;26;12.2;2.1
33550003;2019;11;27;12.8;1.73
33550003;2019;11;28;12.5;2.03
33550003;2019;11;29;11.4;2.69
33550003;2019;11;30;8.5;0.58
33550003;2019;12;1;8.4;1.73
33550003;2019;12;2;5.6;0.86
33550003;2019;12;3;2.7;3.17
33550003;2019;12;4;6.3;2.58
33550003;2019;12;5;6.7;2.97
33550003;2019;12;6;5.7;1.27
33550003;2019;12;7;10.6;1.31
33550003;2019;12;8;11.8;0.73
33550003;2019;12;9;10.7;2.18
33550003;2019;12;10;7.1;2.87
33550003;2019;12;11;8.7;1.53
33550003;2019;12;12;9.7;0.52
33550003;2019;12;13;13.2;1.06
33550003;2019;12;14;13;0.94
33550003;2019;12;15;12.7;1.94
33550003;2019;12;16;11.8;1.13
33550003;2019;12;17;11.8;1.16
33550003;2019;12;18;11.2;2.71
33550003;2019;12;19;13.2;0.96
33550003;2019;12;20;11.3;2.5
33550003;2019;12;21;10.7;1.12
33550003;2019;12;22;11.6;0.93
33550003;2019;12;23;10.9;1.35
33550003;2019;12;24;13.4;0.87
33550003;2019;12;25;10.5;1.82
33550003;2019;12;26;10.3;2.03
33550003;2019;12;27;9.3;2.55
33550003;2019;12;28;8.6;2.68
33550003;2019;12;29;3.1;0.85
33550003;2019;12;30;6;2.95
33550003;2019;12;31;4.9;1.28
54113002;2013;1;1;4.9;0.66
54113002;2013;1;2;2.5;1.6
54113002;2013;1;3;3.6;0.54
54113002;2013;1;4;7;0.54
54113002;2013;1;5;6.2;0.59
54113002;2013;1;6;5.9;0.83
54113002;2013;1;7;5;2.35
54113002;2013;1;8;3;0.45
54113002;2013;1;9;1.3;0.41
54113002;2013;1;10;2.3;0.47
54113002;2013;1;11;2.7;1.22
54113002;2013;1;12;1.1;0.94
54113002;2013;1;13;-1.2;1.02
54113002;2013;1;14;-2.9;1.38
54113002;2013;1;15;-1.7;1.12
54113002;2013;1;16;-5;2.17
54113002;2013;1;17;-4;1.44
54113002;2013;1;18;-3.1;1.93
54113002;2013;1;19;-2.7;1.62
54113002;2013;1;20;-1.6;2.1
54113002;2013;1;21;-0.7;1.68
54113002;2013;1;22;-0.2;1.38
54113002;2013;1;23;-1.3;3.08
54113002;2013;1;24;-2.4;2.39
54113002;2013;1;25;-3.3;1.32
54113002;2013;1;26;-4.2;2.94
54113002;2013;1;27;1.1;1.5
54113002;2013;1;28;2.4;1.42
54113002;2013;1;29;6.3;0.58
54113002;2013;1;30;9.7;0.71
54113002;2013;1;31;7;2.8
54113002;2013;2;1;7.1;0.75
54113002;2013;2;2;2.5;2.25
54113002;2013;2;3;1.6;1.63
54113002;2013;2;4;4.6;0.63
54113002;2013;2;5;3;1.2
54113002;2013;2;6;0.5;1.01
54113002;2013;2;7;0.8;2.25
54113002;2013;2;8;-0.4;1.79
54113002;2013;2;9;-1.8;3.26
54113002;2013;2;10;-2.8;4.78
54113002;2013;2;11;-1.7;1.67
54113002;2013;2;12;-2.3;2.6
54113002;2013;2;13;-3;3.97
54113002;2013;2;14;-5.2;2.87
54113002;2013;2;15;1.3;1.79
54113002;2013;2;16;1.9;2.63
54113002;2013;2;17;1.6;2.8
54113002;2013;2;18;1.4;5.73
54113002;2013;2;19;1;4.61
54113002;2013;2;20;0.8;3.32
54113002;2013;2;21;-2.2;2.9
54113002;2013;2;22;-4.1;3.32
54113002;2013;2;23;-4.2;1.93
54113002;2013;2;24;-2.9;2.21
54113002;2013;2;25;-1.4;2.3
54113002;2013;2;26;0;2.08
54113002;2013;2;27;1.7;1.6
54113002;2013;2;28;1.3;1.29
54113002;2013;3;1;1.5;1.04
54113002;2013;3;2;0.5;3.39
54113002;2013;3;3;0.1;6.86
54113002;2013;3;4;4;7.43
54113002;2013;3;5;5.2;5.8
54113002;2013;3;6;8.8;5.68
54113002;2013;3;7;9.7;4.14
54113002;2013;3;8;9.2;2.79
54113002;2013;3;9;8.6;3.75
54113002;2013;3;10;6.4;6.11
54113002;2013;3;11;2.1;1.6
54113002;2013;3;12;-0.2;1.32
54113002;2013;3;13;-3.5;2.84
54113002;2013;3;14;-2.9;4.88
54113002;2013;3;15;-1.7;8.17
54113002;2013;3;16;3.1;5.61
54113002;2013;3;17;4.3;1.98
54113002;2013;3;18;4.4;6
54113002;2013;3;19;4.3;3.71
54113002;2013;3;20;4.5;4.36
54113002;2013;3;21;4.6;6.28
54113002;2013;3;22;5;8.3
54113002;2013;3;23;2.1;1.92
54113002;2013;3;24;2.3;5.63
54113002;2013;3;25;0.3;3.84
54113002;2013;3;26;-0.2;5.63
54113002;2013;3;27;-0.3;3.03
54113002;2013;3;28;1.4;5.83
54113002;2013;3;29;1.2;6.26
54113002;2013;3;30;2.8;7.01
54113002;2013;3;31;0.9;5.17
54113002;2013;4;1;2.3;10.3
54113002;2013;4;2;2.8;10.46
54113002;2013;4;3;3.3;7.26
54113002;2013;4;4;5.1;8.99
54113002;2013;4;5;3.5;8.55
54113002;2013;4;6;3.5;3.3
54113002;2013;4;7;5.1;8.21
54113002;2013;4;8;4.9;4.38
54113002;2013;4;9;6.2;4.01
54113002;2013;4;10;8.8;4.84
54113002;2013;4;11;11.1;2.79
54113002;2013;4;12;10.3;7.77
54113002;2013;4;13;11.2;8.82
54113002;2013;4;14;16.9;12.14
54113002;2013;4;15;17.3;9.83
54113002;2013;4;16;15.6;7.89
54113002;2013;4;17;17.6;11.81
54113002;2013;4;18;14.5;8.29
54113002;2013;4;19;9.6;7.4
54113002;2013;4;20;8.5;3.28
54113002;2013;4;21;9;3.26
54113002;2013;4;22;10.8;9.41
54113002;2013;4;23;10.5;11.49
54113002;2013;4;24;13.9;12.98
54113002;2013;4;25;16.3;13.55
54113002;2013;4;26;11.7;2.32
54113002;2013;4;27;5.2;2.55
54113002;2013;4;28;6.7;3.38
54113002;2013;4;29;9.9;8.77
54113002;2013;4;30;8.3;2.61
54113002;2013;5;1;11;5.38
54113002;2013;5;2;11.7;6.86
54113002;2013;5;3;11.9;3.17
54113002;2013;5;4;13.4;10.79
54113002;2013;5;5;13.4;14.32
54113002;2013;5;6;14.7;9.32
54113002;2013;5;7;13.2;6.25
54113002;2013;5;8;14.3;9.72
54113002;2013;5;9;14.6;6.96
54113002;2013;5;10;11.6;8.27
54113002;2013;5;11;11.5;7.55
54113002;2013;5;12;10;9.34
54113002;2013;5;13;10.4;3.6
54113002;2013;5;14;12.1;7.99
54113002;2013;5;15;11.1;4.49
54113002;2013;5;16;9.8;4
54113002;2013;5;17;9.5;3.82
54113002;2013;5;18;12.1;12.07
54113002;2013;5;19;10.6;3.16
54113002;2013;5;20;9.2;2.81
54113002;2013;5;21;10.4;4.59
54113002;2013;5;22;8.7;4.66
54113002;2013;5;23;5.3;3.55
54113002;2013;5;24;6.2;9.7
54113002;2013;5;25;8.4;10.74
54113002;2013;5;26;7.4;2.65
54113002;2013;5;27;12.6;14.49
54113002;2013;5;28;12.3;11.83
54113002;2013;5;29;9.8;8.37
54113002;2013;5;30;9.8;8.4
54113002;2013;5;31;11.3;2.6
54113002;2013;6;1;13.7;8.13
54113002;2013;6;2;12.9;16.35
54113002;2013;6;3;11.8;12.4
54113002;2013;6;4;14.9;16.23
